id,text
2151,"SYS_HITL (INT32) Enable HITL/SIH mode on next boot Comment: While enabled the system will boot in Hardware-In-The-Loop (HITL) or Simulation-In-Hardware (SIH) mode and not enable all sensors and checks. When disabled the same vehicle can be flown normally. Set to 'external HITL', if the system should perform as if it were a real vehicle (the only difference to a real system is then only the parameter value, which can be used for log analysis). Values: -1: external HITL 0: HITL and SIH disabled 1: HITL enabled 2: SIH enabled Reboot required: true 0"
2152,"SYS_RGB_MAXBRT (FLOAT) RGB Led brightness limit Comment: Set to 0 to disable, 1 for maximum brightness 1. %"
2153,SYS_STCK_EN (INT32) Enable stack checking Enabled (1)
2154,"TEL_BST_EN (INT32) Blacksheep telemetry Enable Comment: If true, the FMU will try to connect to Blacksheep telemetry on start up Reboot required: true Disabled (0)"
2155,TEL_FRSKY_CONFIG (INT32) Serial Configuration for FrSky Telemetry Comment: Configure on which serial port to run FrSky Telemetry. Values: 0: Disabled 6: UART 6 101: TELEM 1 102: TELEM 2 103: TELEM 3 104: TELEM/SERIAL 4 201: GPS 1 202: GPS 2 203: GPS 3 300: Radio Controller 301: Wifi Port 401: EXT2 Reboot required: true 0
2156,TEL_HOTT_CONFIG (INT32) Serial Configuration for HoTT Telemetry Comment: Configure on which serial port to run HoTT Telemetry. Values: 0: Disabled 6: UART 6 101: TELEM 1 102: TELEM 2 103: TELEM 3 104: TELEM/SERIAL 4 201: GPS 1 202: GPS 2 203: GPS 3 300: Radio Controller 301: Wifi Port 401: EXT2 Reboot required: true 0
2157,TEST_1 (INT32) 2
2158,TEST_2 (INT32) 4
2159,TEST_3 (FLOAT) 5.0
2160,TEST_D (FLOAT) 0.01
2161,TEST_DEV (FLOAT) 2.0
2162,TEST_D_LP (FLOAT) 10.0
2163,TEST_HP (FLOAT) 10.0
2164,TEST_I (FLOAT) 0.1
2165,TEST_I_MAX (FLOAT) 1.0
2166,TEST_LP (FLOAT) 10.0
2167,TEST_MAX (FLOAT) 1.0
2168,TEST_MEAN (FLOAT) 1.0
2169,TEST_MIN (FLOAT) -1.0
2170,TEST_P (FLOAT) 0.2
2171,TEST_PARAMS (INT32) 12345678
2172,TEST_RC2_X (INT32) 16
2173,TEST_RC_X (INT32) 8
2174,TEST_TRIM (FLOAT) 0.5
2175,TC_A0_ID (INT32) ID of Accelerometer that the calibration is for 0
2176,TC_A0_TMAX (FLOAT) Accelerometer calibration maximum temperature 100.0
2177,TC_A0_TMIN (FLOAT) Accelerometer calibration minimum temperature 0.0
2178,TC_A0_TREF (FLOAT) Accelerometer calibration reference temperature 25.0
2179,TC_A0_X0_0 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - X axis 0.0
2180,TC_A0_X0_1 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2181,TC_A0_X0_2 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2182,TC_A0_X1_0 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - X axis 0.0
2183,TC_A0_X1_1 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2184,TC_A0_X1_2 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2185,TC_A0_X2_0 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - X axis 0.0
2186,TC_A0_X2_1 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2187,TC_A0_X2_2 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2188,TC_A0_X3_0 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - X axis 0.0
2189,TC_A0_X3_1 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2190,TC_A0_X3_2 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2191,TC_A1_ID (INT32) ID of Accelerometer that the calibration is for 0
2192,TC_A1_TMAX (FLOAT) Accelerometer calibration maximum temperature 100.0
2193,TC_A1_TMIN (FLOAT) Accelerometer calibration minimum temperature 0.0
2194,TC_A1_TREF (FLOAT) Accelerometer calibration reference temperature 25.0
2195,TC_A1_X0_0 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - X axis 0.0
2196,TC_A1_X0_1 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2197,TC_A1_X0_2 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2198,TC_A1_X1_0 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - X axis 0.0
2199,TC_A1_X1_1 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2200,TC_A1_X1_2 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2201,TC_A1_X2_0 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - X axis 0.0
2202,TC_A1_X2_1 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2203,TC_A1_X2_2 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2204,TC_A1_X3_0 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - X axis 0.0
2205,TC_A1_X3_1 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2206,TC_A1_X3_2 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2207,TC_A2_ID (INT32) ID of Accelerometer that the calibration is for 0
2208,TC_A2_TMAX (FLOAT) Accelerometer calibration maximum temperature 100.0
2209,TC_A2_TMIN (FLOAT) Accelerometer calibration minimum temperature 0.0
2210,TC_A2_TREF (FLOAT) Accelerometer calibration reference temperature 25.0
2211,TC_A2_X0_0 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - X axis 0.0
2212,TC_A2_X0_1 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2213,TC_A2_X0_2 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2214,TC_A2_X1_0 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - X axis 0.0
2215,TC_A2_X1_1 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2216,TC_A2_X1_2 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2217,TC_A2_X2_0 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - X axis 0.0
2218,TC_A2_X2_1 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2219,TC_A2_X2_2 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2220,TC_A2_X3_0 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - X axis 0.0
2221,TC_A2_X3_1 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2222,TC_A2_X3_2 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2223,TC_A3_ID (INT32) ID of Accelerometer that the calibration is for 0
2224,TC_A3_TMAX (FLOAT) Accelerometer calibration maximum temperature 100.0
2225,TC_A3_TMIN (FLOAT) Accelerometer calibration minimum temperature 0.0
2226,TC_A3_TREF (FLOAT) Accelerometer calibration reference temperature 25.0
2227,TC_A3_X0_0 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - X axis 0.0
2228,TC_A3_X0_1 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2229,TC_A3_X0_2 (FLOAT) Accelerometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2230,TC_A3_X1_0 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - X axis 0.0
2231,TC_A3_X1_1 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2232,TC_A3_X1_2 (FLOAT) Accelerometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2233,TC_A3_X2_0 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - X axis 0.0
2234,TC_A3_X2_1 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2235,TC_A3_X2_2 (FLOAT) Accelerometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2236,TC_A3_X3_0 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - X axis 0.0
2237,TC_A3_X3_1 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2238,TC_A3_X3_2 (FLOAT) Accelerometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2239,TC_A_ENABLE (INT32) Thermal compensation for accelerometer sensors Reboot required: true Disabled (0)
2240,TC_B0_ID (INT32) ID of Barometer that the calibration is for 0
2241,TC_B0_TMAX (FLOAT) Barometer calibration maximum temperature 75.0
2242,TC_B0_TMIN (FLOAT) Barometer calibration minimum temperature 5.0
2243,TC_B0_TREF (FLOAT) Barometer calibration reference temperature 40.0
2244,TC_B0_X0 (FLOAT) Barometer offset temperature ^0 polynomial coefficient 0.0
2245,TC_B0_X1 (FLOAT) Barometer offset temperature ^1 polynomial coefficients 0.0
2246,TC_B0_X2 (FLOAT) Barometer offset temperature ^2 polynomial coefficient 0.0
2247,TC_B0_X3 (FLOAT) Barometer offset temperature ^3 polynomial coefficient 0.0
2248,TC_B0_X4 (FLOAT) Barometer offset temperature ^4 polynomial coefficient 0.0
2249,TC_B0_X5 (FLOAT) Barometer offset temperature ^5 polynomial coefficient 0.0
2250,TC_B1_ID (INT32) ID of Barometer that the calibration is for 0
2251,TC_B1_TMAX (FLOAT) Barometer calibration maximum temperature 75.0
2252,TC_B1_TMIN (FLOAT) Barometer calibration minimum temperature 5.0
2253,TC_B1_TREF (FLOAT) Barometer calibration reference temperature 40.0
2254,TC_B1_X0 (FLOAT) Barometer offset temperature ^0 polynomial coefficient 0.0
2255,TC_B1_X1 (FLOAT) Barometer offset temperature ^1 polynomial coefficients 0.0
2256,TC_B1_X2 (FLOAT) Barometer offset temperature ^2 polynomial coefficient 0.0
2257,TC_B1_X3 (FLOAT) Barometer offset temperature ^3 polynomial coefficient 0.0
2258,TC_B1_X4 (FLOAT) Barometer offset temperature ^4 polynomial coefficient 0.0
2259,TC_B1_X5 (FLOAT) Barometer offset temperature ^5 polynomial coefficient 0.0
2260,TC_B2_ID (INT32) ID of Barometer that the calibration is for 0
2261,TC_B2_TMAX (FLOAT) Barometer calibration maximum temperature 75.0
2262,TC_B2_TMIN (FLOAT) Barometer calibration minimum temperature 5.0
2263,TC_B2_TREF (FLOAT) Barometer calibration reference temperature 40.0
2264,TC_B2_X0 (FLOAT) Barometer offset temperature ^0 polynomial coefficient 0.0
2265,TC_B2_X1 (FLOAT) Barometer offset temperature ^1 polynomial coefficients 0.0
2266,TC_B2_X2 (FLOAT) Barometer offset temperature ^2 polynomial coefficient 0.0
2267,TC_B2_X3 (FLOAT) Barometer offset temperature ^3 polynomial coefficient 0.0
2268,TC_B2_X4 (FLOAT) Barometer offset temperature ^4 polynomial coefficient 0.0
2269,TC_B2_X5 (FLOAT) Barometer offset temperature ^5 polynomial coefficient 0.0
2270,TC_B3_ID (INT32) ID of Barometer that the calibration is for 0
2271,TC_B3_TMAX (FLOAT) Barometer calibration maximum temperature 75.0
2272,TC_B3_TMIN (FLOAT) Barometer calibration minimum temperature 5.0
2273,TC_B3_TREF (FLOAT) Barometer calibration reference temperature 40.0
2274,TC_B3_X0 (FLOAT) Barometer offset temperature ^0 polynomial coefficient 0.0
2275,TC_B3_X1 (FLOAT) Barometer offset temperature ^1 polynomial coefficients 0.0
2276,TC_B3_X2 (FLOAT) Barometer offset temperature ^2 polynomial coefficient 0.0
2277,TC_B3_X3 (FLOAT) Barometer offset temperature ^3 polynomial coefficient 0.0
2278,TC_B3_X4 (FLOAT) Barometer offset temperature ^4 polynomial coefficient 0.0
2279,TC_B3_X5 (FLOAT) Barometer offset temperature ^5 polynomial coefficient 0.0
2280,TC_B_ENABLE (INT32) Thermal compensation for barometric pressure sensors Reboot required: true Disabled (0)
2281,TC_G0_ID (INT32) ID of Gyro that the calibration is for 0
2282,TC_G0_TMAX (FLOAT) Gyro calibration maximum temperature 100.0
2283,TC_G0_TMIN (FLOAT) Gyro calibration minimum temperature 0.0
2284,TC_G0_TREF (FLOAT) Gyro calibration reference temperature 25.0
2285,TC_G0_X0_0 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - X axis 0.0
2286,TC_G0_X0_1 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Y axis 0.0
2287,TC_G0_X0_2 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Z axis 0.0
2288,TC_G0_X1_0 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - X axis 0.0
2289,TC_G0_X1_1 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Y axis 0.0
2290,TC_G0_X1_2 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Z axis 0.0
2291,TC_G0_X2_0 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - X axis 0.0
2292,TC_G0_X2_1 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Y axis 0.0
2293,TC_G0_X2_2 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Z axis 0.0
2294,TC_G0_X3_0 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - X axis 0.0
2295,TC_G0_X3_1 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Y axis 0.0
2296,TC_G0_X3_2 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Z axis 0.0
2297,TC_G1_ID (INT32) ID of Gyro that the calibration is for 0
2298,TC_G1_TMAX (FLOAT) Gyro calibration maximum temperature 100.0
2299,TC_G1_TMIN (FLOAT) Gyro calibration minimum temperature 0.0
2300,TC_G1_TREF (FLOAT) Gyro calibration reference temperature 25.0
2301,TC_G1_X0_0 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - X axis 0.0
2302,TC_G1_X0_1 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Y axis 0.0
2303,TC_G1_X0_2 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Z axis 0.0
2304,TC_G1_X1_0 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - X axis 0.0
2305,TC_G1_X1_1 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Y axis 0.0
2306,TC_G1_X1_2 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Z axis 0.0
2307,TC_G1_X2_0 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - X axis 0.0
2308,TC_G1_X2_1 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Y axis 0.0
2309,TC_G1_X2_2 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Z axis 0.0
2310,TC_G1_X3_0 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - X axis 0.0
2311,TC_G1_X3_1 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Y axis 0.0
2312,TC_G1_X3_2 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Z axis 0.0
2313,TC_G2_ID (INT32) ID of Gyro that the calibration is for 0
2314,TC_G2_TMAX (FLOAT) Gyro calibration maximum temperature 100.0
2315,TC_G2_TMIN (FLOAT) Gyro calibration minimum temperature 0.0
2316,TC_G2_TREF (FLOAT) Gyro calibration reference temperature 25.0
2317,TC_G2_X0_0 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - X axis 0.0
2318,TC_G2_X0_1 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Y axis 0.0
2319,TC_G2_X0_2 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Z axis 0.0
2320,TC_G2_X1_0 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - X axis 0.0
2321,TC_G2_X1_1 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Y axis 0.0
2322,TC_G2_X1_2 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Z axis 0.0
2323,TC_G2_X2_0 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - X axis 0.0
2324,TC_G2_X2_1 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Y axis 0.0
2325,TC_G2_X2_2 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Z axis 0.0
2326,TC_G2_X3_0 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - X axis 0.0
2327,TC_G2_X3_1 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Y axis 0.0
2328,TC_G2_X3_2 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Z axis 0.0
2329,TC_G3_ID (INT32) ID of Gyro that the calibration is for 0
2330,TC_G3_TMAX (FLOAT) Gyro calibration maximum temperature 100.0
2331,TC_G3_TMIN (FLOAT) Gyro calibration minimum temperature 0.0
2332,TC_G3_TREF (FLOAT) Gyro calibration reference temperature 25.0
2333,TC_G3_X0_0 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - X axis 0.0
2334,TC_G3_X0_1 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Y axis 0.0
2335,TC_G3_X0_2 (FLOAT) Gyro rate offset temperature ^0 polynomial coefficient - Z axis 0.0
2336,TC_G3_X1_0 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - X axis 0.0
2337,TC_G3_X1_1 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Y axis 0.0
2338,TC_G3_X1_2 (FLOAT) Gyro rate offset temperature ^1 polynomial coefficient - Z axis 0.0
2339,TC_G3_X2_0 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - X axis 0.0
2340,TC_G3_X2_1 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Y axis 0.0
2341,TC_G3_X2_2 (FLOAT) Gyro rate offset temperature ^2 polynomial coefficient - Z axis 0.0
2342,TC_G3_X3_0 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - X axis 0.0
2343,TC_G3_X3_1 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Y axis 0.0
2344,TC_G3_X3_2 (FLOAT) Gyro rate offset temperature ^3 polynomial coefficient - Z axis 0.0
2345,TC_G_ENABLE (INT32) Thermal compensation for rate gyro sensors Reboot required: true Disabled (0)
2346,TC_M0_ID (INT32) ID of Magnetometer that the calibration is for 0
2347,TC_M0_TMAX (FLOAT) Magnetometer calibration maximum temperature 100.0
2348,TC_M0_TMIN (FLOAT) Magnetometer calibration minimum temperature 0.0
2349,TC_M0_TREF (FLOAT) Magnetometer calibration reference temperature 25.0
2350,TC_M0_X0_0 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - X axis 0.0
2351,TC_M0_X0_1 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2352,TC_M0_X0_2 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2353,TC_M0_X1_0 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - X axis 0.0
2354,TC_M0_X1_1 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2355,TC_M0_X1_2 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2356,TC_M0_X2_0 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - X axis 0.0
2357,TC_M0_X2_1 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2358,TC_M0_X2_2 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2359,TC_M0_X3_0 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - X axis 0.0
2360,TC_M0_X3_1 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2361,TC_M0_X3_2 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2362,TC_M1_ID (INT32) ID of Magnetometer that the calibration is for 0
2363,TC_M1_TMAX (FLOAT) Magnetometer calibration maximum temperature 100.0
2364,TC_M1_TMIN (FLOAT) Magnetometer calibration minimum temperature 0.0
2365,TC_M1_TREF (FLOAT) Magnetometer calibration reference temperature 25.0
2366,TC_M1_X0_0 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - X axis 0.0
2367,TC_M1_X0_1 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2368,TC_M1_X0_2 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2369,TC_M1_X1_0 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - X axis 0.0
2370,TC_M1_X1_1 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2371,TC_M1_X1_2 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2372,TC_M1_X2_0 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - X axis 0.0
2373,TC_M1_X2_1 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2374,TC_M1_X2_2 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2375,TC_M1_X3_0 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - X axis 0.0
2376,TC_M1_X3_1 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2377,TC_M1_X3_2 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2378,TC_M2_ID (INT32) ID of Magnetometer that the calibration is for 0
2379,TC_M2_TMAX (FLOAT) Magnetometer calibration maximum temperature 100.0
2380,TC_M2_TMIN (FLOAT) Magnetometer calibration minimum temperature 0.0
2381,TC_M2_TREF (FLOAT) Magnetometer calibration reference temperature 25.0
2382,TC_M2_X0_0 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - X axis 0.0
2383,TC_M2_X0_1 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2384,TC_M2_X0_2 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2385,TC_M2_X1_0 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - X axis 0.0
2386,TC_M2_X1_1 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2387,TC_M2_X1_2 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2388,TC_M2_X2_0 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - X axis 0.0
2389,TC_M2_X2_1 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2390,TC_M2_X2_2 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2391,TC_M2_X3_0 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - X axis 0.0
2392,TC_M2_X3_1 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2393,TC_M2_X3_2 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2394,TC_M3_ID (INT32) ID of Magnetometer that the calibration is for 0
2395,TC_M3_TMAX (FLOAT) Magnetometer calibration maximum temperature 100.0
2396,TC_M3_TMIN (FLOAT) Magnetometer calibration minimum temperature 0.0
2397,TC_M3_TREF (FLOAT) Magnetometer calibration reference temperature 25.0
2398,TC_M3_X0_0 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - X axis 0.0
2399,TC_M3_X0_1 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Y axis 0.0
2400,TC_M3_X0_2 (FLOAT) Magnetometer offset temperature ^0 polynomial coefficient - Z axis 0.0
2401,TC_M3_X1_0 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - X axis 0.0
2402,TC_M3_X1_1 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Y axis 0.0
2403,TC_M3_X1_2 (FLOAT) Magnetometer offset temperature ^1 polynomial coefficient - Z axis 0.0
2404,TC_M3_X2_0 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - X axis 0.0
2405,TC_M3_X2_1 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Y axis 0.0
2406,TC_M3_X2_2 (FLOAT) Magnetometer offset temperature ^2 polynomial coefficient - Z axis 0.0
2407,TC_M3_X3_0 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - X axis 0.0
2408,TC_M3_X3_1 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Y axis 0.0
2409,TC_M3_X3_2 (FLOAT) Magnetometer offset temperature ^3 polynomial coefficient - Z axis 0.0
2410,TC_M_ENABLE (INT32) Thermal compensation for magnetometer sensors Reboot required: true Disabled (0)
2411,MXS_EXT_CFG (INT32) Sagetech External Configuration Mode Comment: Disables auto-configuration mode enabling MXS config through external software. Reboot required: true Disabled (0)
2412,"MXS_OP_MODE (INT32) Sagetech MXS mode configuration Comment: This parameter defines the operating mode of the MXS Values: 0: Off 1: On 2: Standby 3: Alt Reboot required: false [0, 3] 0"
2413,MXS_SER_CFG (INT32) Serial Configuration for Sagetech MXS Serial Port Comment: Configure on which serial port to run Sagetech MXS Serial Port. Values: 0: Disabled 6: UART 6 101: TELEM 1 102: TELEM 2 103: TELEM 3 104: TELEM/SERIAL 4 201: GPS 1 202: GPS 2 203: GPS 3 300: Radio Controller 301: Wifi Port 401: EXT2 Reboot required: true 0
2414,"MXS_TARG_PORT (INT32) Sagetech MXS Participant Configuration Comment: The MXS communication port to receive Target data from Values: 0: Auto 1: COM0 2: COM1 Reboot required: false [0, 2] 1"
2415,"CANNODE_BITRATE (INT32) UAVCAN CAN bus bitrate [20000, 1000000] 1000000"
2416,CANNODE_PUB_MBD (INT32) Enable MovingBaselineData publication Reboot required: true Disabled (0)
2417,"CANNODE_SUB_MBD (INT32) Enable MovingBaselineData subscription Reboot required: true [?, 1] Disabled (0)"
2418,CANNODE_SUB_RTCM (INT32) Enable RTCM subscription Reboot required: true Disabled (0)
2419,"CANNODE_TERM (INT32) CAN built-in bus termination [?, 1] Disabled (0)"
2420,SIM_GZ_EN (INT32) Simulator Gazebo bridge enable Reboot required: true Disabled (0)
2421,"UAVCAN_BITRATE (INT32) UAVCAN CAN bus bitrate Reboot required: true [20000, 1000000] 1000000 bit/s"
2422,"UAVCAN_ENABLE (INT32) UAVCAN mode Comment: 0 - UAVCAN disabled. 1 - Enables support for UAVCAN sensors without dynamic node ID allocation and firmware update. 2 - Enables support for UAVCAN sensors with dynamic node ID allocation and firmware update. 3 - Enables support for UAVCAN sensors and actuators with dynamic node ID allocation and firmware update. Also sets the motor control outputs to UAVCAN. Values: 0: Disabled 1: Sensors Manual Config 2: Sensors Automatic Config 3: Sensors and Actuators (ESCs) Automatic Config Reboot required: true [0, 3] 0"
2423,"UAVCAN_LGT_ANTCL (INT32) UAVCAN ANTI_COLLISION light operating mode Comment: This parameter defines the minimum condition under which the system will command the ANTI_COLLISION lights on 0 - Always off 1 - When autopilot is armed 2 - When autopilot is prearmed 3 - Always on Values: 0: Always off 1: When autopilot is armed 2: When autopilot is prearmed 3: Always on Reboot required: true [0, 3] 2"
2424,"UAVCAN_LGT_LAND (INT32) UAVCAN LIGHT_ID_LANDING light operating mode Comment: This parameter defines the minimum condition under which the system will command the LIGHT_ID_LANDING lights on 0 - Always off 1 - When autopilot is armed 2 - When autopilot is prearmed 3 - Always on Values: 0: Always off 1: When autopilot is armed 2: When autopilot is prearmed 3: Always on Reboot required: true [0, 3] 0"
